,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
127320,BxCzy1WOVxOrr_G7V4BIvg,"""Lola's Kitchen""",Church-Wellesley Village,"""634 Church Street""",Toronto,ON,M4Y 2G3,43.6697687,-79.382838,4.0,335,1,Breakfast & Brunch;Vegan;Tapas Bars;Gluten-Free;Restaurants
127330,4Odbtgh9g8XUKorRg7MTHg,"""Italian American Club Restaurant""",Downtown,"""2333 E Sahara Ave""",Las Vegas,NV,89104,36.1454551496,-115.116317666,4.5,157,1,Dance Clubs;Nightlife;Restaurants;Italian
127369,Au5wM_H2249stxKbbfJeig,"""Crazy Burrito""",Downtown Core,"""""",Toronto,ON,M5G,43.6579524,-79.3873826,2.5,7,1,Restaurants;Food Trucks;Food;Mexican
127390,hZuRyS8IXXuEQkUCas9O1Q,"""Ottimo Ristorante & Pizzeria""",Etobicoke,"""3075 Bloor Street W""",Etobicoke,ON,M8X 1C7,43.646804,-79.5138807,2.5,9,1,Pizza;Italian;Restaurants
127409,FTVDICd-uxoEGYh4pU0pcw,"""Joey's NY Pizza""",Anthem,"""11165 S Eastern Ave, Ste 100""",Henderson,NV,89052,35.989517,-115.1015643,3.5,119,1,Italian;Restaurants;Pizza
127416,IWNPEvd3o6GHi60MxnPCVQ,"""Hanam's""",Old Town,"""3 Johnston Terrace""",Edinburgh,EDH,EH1 2PW,55.9486067,-3.1945524,4.0,47,1,Persian/Iranian;Restaurants;Middle Eastern
127434,9LtPr28HFXrISzNlJnRvjQ,"""River Towne Deli""",Corktown,"""510 Queen St E""",Toronto,ON,M5A 1V2,43.6570353,-79.3585676,4.0,11,1,Sandwiches;Delis;Restaurants
127441,OtVC3faAuq7ygOBQLNvIcw,"""Pizzédélic""",Plateau-Mont-Royal,"""1250 avenue du Mont-Royal Est""",Montréal,QC,H2J 1Y3,45.5293987,-73.5778183,3.5,31,1,Pizza;Restaurants;Food Delivery Services;Food
127443,7XQLq8mnPeO5Wjhx7EBajg,"""Pho Orchid""",Downtown Core,"""124 Chestnut Street""",Toronto,ON,M5G,43.6550689,-79.3859299,2.5,94,1,Restaurants;Vietnamese
127445,Mufm5Fot_GS2wNx2TpLfcg,"""Mexitalia X-Press""",The Strip,"""2880 Las Vegas Blvd S""",Las Vegas,NV,89109,36.1378447,-115.1654364,2.0,6,1,Restaurants;Mexican
127448,MVjkFLHNJmbQ-ZTd3QY3nQ,"""Rika Arepa Express""",Eastside,"""3650 E Flamingo Rd, Ste 1""",Las Vegas,NV,89121,36.115773504,-115.095736714,4.5,49,1,Food;Street Vendors;Latin American;Gluten-Free;Vegan;Food Trucks;Restaurants;Venezuelan
127457,xkVMIk_Vqh17f48ZQ_6b0w,"""Tom Colicchio's Craftsteak""",The Strip,"""3799 Las Vegas Blvd S""",Las Vegas,NV,89109,36.102642001,-115.168625437,4.0,2091,1,Steakhouses;Restaurants;Desserts;Food;American (New);Cheesesteaks
127500,KNjsF_1OqxHFL3TnZOG_yA,"""Sushi Inbox""",Ville-Marie,"""2045 Avenue Union""",Montréal,QC,H3A 1T9,45.5049992,-73.5719117,4.0,21,1,Restaurants;Food;Ethnic Food;Sushi Bars;Specialty Food
127508,X2WmQQFWLloDLXkoyqHKnA,"""Kelly's Cajun Grill""",Tower City,"""230 W Huron Rd Ste 7244, #7244""",Cleveland,OH,44113,41.4969048,-81.6936185,3.0,7,1,Restaurants;Asian Fusion;Cajun/Creole
127528,PMsqD6wHCfxdrZkGXIepvA,"""Mandarin Restaurant - Queensway""",Etobicoke,"""1255 The Queensway""",Etobicoke,ON,M8Z 1S1,43.621045152,-79.52306148,3.5,53,1,Buffets;Chinese;Restaurants
127529,b0WztBYRaswkUARxLQ1aKg,"""Putter's Bar & Grill""",Southeast,"""8945 S Las Vegas Blvd""",Las Vegas,NV,89123,36.0277338,-115.1731689,4.0,35,1,Food;Pizza;Nightlife;Sandwiches;Bars;Beer;Wine & Spirits;Restaurants
127531,xQqCpVu52dCZlsoYoKRykA,"""Caffè d'Amore Coffeeshop""",Lawrenceville,"""5400 Butler St""",Pittsburgh,PA,15201,40.4828,-79.950919,4.5,22,1,Coffee & Tea;Food;Local Flavor;Restaurants;Cafes
127538,SiGtGUlCPuU2JdDdERyZww,"""Restaurant Eche Pa'echarle Pena (Party) Touristica""",Villeray-Saint-Michel-Parc-Extension,"""7216 Saint-Hubert Rue""",Montréal,QC,H2R 2N1,45.5411507,-73.6142459,4.0,7,1,Restaurants
127546,Kut9tVbDX_f7qKMRRoXg3w,"""Marché de la Villette""",Ville-Marie,"""324 Rue Saint-Paul Ouest""",Montréal,QC,H2Y 2A3,45.5012393,-73.5560698,3.5,192,1,Food;Caterers;Specialty Food;Event Planning & Services;Grocery;French;Restaurants
127547,bKrQEKxC9S5k-oz5VKiNVg,"""Le Ballpark""",Rosemont-La Petite-Patrie,"""6660 Rue Clark""",Montréal,QC,H2S 3E7,45.5313097,-73.6126688,4.0,32,1,Cocktail Bars;Nightlife;Comfort Food;Canadian (New);Restaurants;Wine Bars;Italian;Coffee & Tea;Food;Bars
127548,pym03Nj6-X1Of3xa9mfPWg,"""Windjammers Fish and Chips""",Unionville,"""5762 Highway 7 E""",Markham,ON,L3P 1A7,43.8717276,-79.2659368,3.5,6,1,Restaurants;Fish & Chips
127560,efCzKGFrZOZRP2iumd288w,"""Hôtel Ruby Foo's""",Mont-Royal,"""7655 Boulevard Décarie""",Montréal,QC,H4P 2H2,45.496509,-73.655387,4.0,18,1,Venues & Event Spaces;Restaurants;Hotels & Travel;Event Planning & Services;Breakfast & Brunch;Hotels
127574,OJdufUU3hVabgviIBHksYw,"""Aloha Kitchen & Bar""",Westside,"""2605 S Decatur Blvd, Ste 109""",Las Vegas,NV,89102,36.1425791215,-115.209383432,3.5,449,1,Karaoke;Restaurants;Bars;Nightlife;Hawaiian
127580,D_pwairtGGR0V_w2xx5XeA,"""Alihan's Mediterranean Cuisine""",Downtown,"""124 6th St""",Pittsburgh,PA,15222,40.4439011587,-80.0026876337,4.5,135,1,Restaurants;Breakfast & Brunch;Middle Eastern;Turkish;Mediterranean;Salad
127582,lYbyy6TTmpk_mlYuYAWkDg,"""Ground Zero""",Williamson - Marquette,"""744 Williamson St""",Madison,WI,53703,43.07827,-89.372077,4.0,58,1,Food;Sandwiches;Restaurants;Cafes;Coffee & Tea
127617,uY2nsPXYAFUTjOQ8C06ang,"""Xavier Artisan""",Ville-Marie,"""503 Place d'Armes""",Montréal,QC,H2Y 2W8,45.5050585,-73.5569257,4.0,30,1,Food;Soup;Coffee & Tea;Sandwiches;Restaurants;Ice Cream & Frozen Yogurt
127622,dbGVtpGZkJI3Txre-17vqQ,"""Pizza Expresso""",Verdun,"""4634 Rue Wellington""",Verdun,QC,H4G 1W9,45.4580944288,-73.5672295165,2.5,7,1,Pizza;Restaurants
127626,1xgJ9E_s_8n9fgw3HQbbug,"""La Vinia""",Etobicoke,"""2350 Lakeshore Boulevard W""",Toronto,ON,M8V 1B8,43.6163389,-79.488119,4.0,45,1,Tapas Bars;Spanish;Restaurants
127638,JDWhkcJHNGX-KY0bOLcodQ,"""Shark's Fin City""",Milliken,"""4300 Steeles Ave E""",Markham,ON,L3R 0Y5,43.8261994,-79.3063174,2.5,11,1,Chinese;Restaurants
127641,YZBzYcOwvbJlCXnLN4tDgQ,"""Giorgio Ristorante""",Laval,"""2121 Boulevard le Carrefour""",Laval,QC,H7S 2J7,45.5721134,-73.7424199,3.0,7,1,Italian;Restaurants
127647,aZwNLZtxvp4uA9pBf-a6Pg,"""Burrito Revolución""",Mercier-Hochelaga-Maisonneuve,"""3905 Rue Ontario E""",Montréal,QC,H1W 1S7,45.5483861831,-73.5428398848,3.5,13,1,Mexican;Restaurants
127664,YjmbCvygeMj9dfJp6neQ_A,"""City Oven""",Downtown,"""336 4th Ave""",Pittsburgh,PA,15222,40.4389614898,-80.0001454353,4.0,30,1,Pizza;Restaurants
127675,PNMsWRyh4X1xfPil5vhywA,"""Bogtrotters Doorstep""",Ohio City,"""1848 W 25th St""",Cleveland,OH,44113,41.485906,-81.705168,4.0,88,1,Restaurants;Sandwiches
127684,BA13Ogw1hQV8hx376j-B-w,"""Hakka Spice""",Erin Mills,"""3105 Winston Churchill Boulevard""",Mississauga,ON,L5L 1P5,43.5258954,-79.683324,3.0,8,1,Indian;Chinese;Restaurants;Hakka
127696,dW79jPJVpzlTKGF-1JAsaw,"""Smallman Street Deli""",Squirrel Hill,"""1912 Murray Ave""",Pittsburgh,PA,15217,40.435556,-79.923256,4.0,115,1,Restaurants;Caterers;Event Planning & Services;Delis;Sandwiches
127704,9KR010S2MquncfcaRj1pCQ,"""Atherton Mill""",South End,"""2000-2104 South Blvd""",Charlotte,NC,28203,35.2087551919,-80.8615760878,4.0,66,1,Farmers Market;Specialty Food;Food;Shopping Centers;Restaurants;Imported Food;Ethnic Food;Shopping
127707,3EbGNDu48fktNVRViCSlkg,"""Jimmy John's""",South Park,"""4717-1B Sharon Rd""",Charlotte,NC,28211,35.1494946878,-80.8312225342,2.5,29,1,Food;Food Delivery Services;Delis;Restaurants;Sandwiches
127721,KkgnBZj3jRVjCY2H49JRaw,"""Angelina's Pizzeria - Cheyenne""",Northwest,"""7790 W Cheyenne Ave""",Las Vegas,NV,89129,36.2187596,-115.2645776,3.0,89,1,Sandwiches;Italian;Burgers;Pizza;Wraps;Restaurants;Salad
127724,5WQzKY_Bo_ki0CfBxXgyZA,"""Krazy Roll""",Etobicoke,"""84 Marine Parade Drive""",Toronto,ON,M8V 0B7,43.6257169,-79.4771852,4.5,15,1,Restaurants;Salad;Sushi Bars;Japanese
127730,kRWmJMC06q2J4avAUzxLag,"""Jimmy John's""",Uptown,"""230 S Tryon St""",Charlotte,NC,28202,35.226056,-80.845664,3.0,59,1,Sandwiches;Restaurants;Food Delivery Services;Food;Pizza;Delis
127731,YMJ7E1AcjDF5kN7hVkWd_w,"""Vargas""",Ville-Marie,"""690 Boulevard René Levesque O""",Montréal,QC,H3B 1X8,45.501487,-73.567383,3.5,57,1,Bars;Wine Bars;Restaurants;Sushi Bars;Steakhouses;Nightlife;Asian Fusion
127733,sPwh9yiJYeyAN4CBq_tUYg,"""Hickory Tavern""",Ballantyne,"""12210 Copper Way, Ste 212""",Charlotte,NC,28277,35.0711594477,-80.8441382945,3.5,116,1,Nightlife;American (Traditional);Sports Bars;Chicken Wings;Restaurants;Bars;Pubs
127761,tlZmJBQ9UWkaI0Zce_KFhg,"""T-Bird Lounge & Restaurant""",Southeast,"""9465 S Eastern Ave""",Las Vegas,NV,89123,36.0176758,-115.1188775,3.5,107,1,Bars;Nightlife;American (Traditional);Restaurants
127783,kkdqDkenBuqdbX6rAl6Atw,"""Mii Sandwich Co""",Ryerson,"""10 Dundas Street E, Third Floor, Unit 331""",Toronto,ON,M5B 2G9,43.6567455,-79.380484,3.0,8,1,Fast Food;Sandwiches;Restaurants;Vietnamese;Salad
127786,ubDO6BYjnPSIZIpWxXGdlQ,"""Karine's""",Downtown Core,"""109 McCaul Street, Unit 32""",Toronto,ON,M5T 3K5,43.654152,-79.391194,4.0,186,1,Restaurants;Vegan;Vegetarian;Breakfast & Brunch
127817,mxQaRW6HZxXcvHSo31H-Yw,"""The Landings""",Anthem,"""3500 Executive Terminal Dr, Ste 200""",Henderson,NV,89052,35.9773336,-115.1390361,3.5,71,1,Restaurants;American (Traditional);Bars;American (New);Nightlife
127823,3rj1qpgFvkRWtAka17mhEQ,"""Mimi's Cafe""",Centennial,"""6760 N Durango Dr""",Las Vegas,NV,89149,36.2828691328,-115.287154801,3.0,209,1,French;Restaurants;American (Traditional);Breakfast & Brunch;Cafes
127833,U3YN0VQSpMo-rweGz6fMqg,"""Café de' Mercanti""",Notre-Dame-de-Grâce,"""6128 Avenue de Monkland""",Montréal,QC,H4A 1H4,45.4698993,-73.6277349,4.5,26,1,Desserts;Cafes;Coffee & Tea;Restaurants;Food
127844,rKhu9apa_dGPl8k36IMYQQ,"""Étoile Rouge""",Rosemont-La Petite-Patrie,"""6707 Boulevard Saint-Laurent""",Montréal,QC,H2S 3C8,45.5320208,-73.6121577,4.5,19,1,Restaurants;Chinese
127856,bK7dxnD1FYuV4mVVVCMeNA,"""Hey Noodles""",Chinatown,"""478 Dundas Street W""",Toronto,ON,M5T 1H1,43.6534223,-79.39703,3.5,21,1,Chinese;Szechuan;Restaurants;Noodles
127858,UK2Onb024Azao0DrTHSvhg,"""Yanni's Greek Grill""",Southeast,"""9620 S Las Vegas Blvd, Ste E-7""",Las Vegas,NV,89123,36.0148375673,-115.171262962,4.5,310,1,Restaurants;Ethnic Food;Food;Specialty Food;Greek
127861,3BvoqrkBhqnrCeSnuZY-9w,"""PT's""",Anthem,"""10075 S Eastern Ave""",Henderson,NV,89052,36.0051261,-115.1127293,3.0,55,1,Pubs;American (New);Restaurants;Bars;Sports Bars;American (Traditional);Nightlife
127862,v7m6fwvtTFg9EsVf6bIhOg,"""Louis Meat Market""",Greektown,"""449 Danforth Avenue""",Toronto,ON,M4K 1P1,43.6777233,-79.3504378,4.0,38,1,Restaurants;Specialty Food;Food;Meat Shops;Greek
127886,46F7TUZ84GrDgZvkPPuL_Q,"""Popeyes Louisiana Kitchen""",Leopold,"""2844 Fish Hatchery Rd""",Fitchburg,WI,53713,43.0300358,-89.4108501,3.5,20,1,Chicken Wings;Fast Food;American (Traditional);Restaurants
127891,j3SHAiF8OIlY3kUPnAAlKw,"""House of Leng""",Highland Creek,"""2712 W Mallard Creek Church Rd, Ste 430""",Charlotte,NC,28262,35.341155,-80.764657,3.5,80,1,Chinese;Restaurants
127904,CWIYnBcq-onxxcby8WJp0w,"""Showmars Steele Creek""",Steele Creek,"""13000 S Tryon St""",Charlotte,NC,28278,35.103305,-80.990847,3.5,27,1,American (Traditional);Greek;Restaurants
127913,1_Dg-GguWatioW4mvFQKQA,"""Little Tokyo Bistro""",South Side,"""2122 E Carson St""",Pittsburgh,PA,15203,40.4281728,-79.97535,4.5,103,1,Sushi Bars;Restaurants;Japanese;Korean
127932,hhkaqdEBFlnqM-anSEN-RQ,"""Petit Marché Végé""",Rosemont-La Petite-Patrie,"""7057 Rue Saint-denis, Suite 1""",Montréal,QC,H2S 2S5,45.5380651001,-73.6136631316,4.5,10,1,Vietnamese;Vegetarian;Vegan;Restaurants
127959,IR2MloP86D4l9KAKwSuMnQ,"""Showmars""",Uptown,"""201 S College St""",Charlotte,NC,28244,35.225047,-80.84266,3.5,21,1,Southern;Restaurants;Greek
127963,FySLcpQNaDK_wrKmZA02cw,"""Locus144""",Liberty Village,"""144-171 East Liberty St, Unit 144""",Toronto,ON,M6K 3P6,43.6382143,-79.4178781,4.5,12,1,Italian;Restaurants;Lounges;Bars;Nightlife
127974,ut3r-meTqKfkEZBzkdBE6w,"""Bowlology""",South Summerlin,"""3400 S Hualapai Way""",Las Vegas,NV,89117,36.127894,-115.314555,4.0,67,1,Acai Bowls;Poke;Juice Bars & Smoothies;Gluten-Free;Food;Vegan;Restaurants
127985,Ez19rh3QYscLLueFrStckQ,"""Carl's Jr.""",Southeast,"""5795 S Eastern Ave""",Las Vegas,NV,89119,36.084465,-115.119349,3.0,28,1,Restaurants;Fast Food
127988,VLM7QXtwOWn0VZIMSqu5qg,"""Boulevard Food Court""",The Strip,"""3755 S Las Vegas Blvd""",Las Vegas,NV,89109,36.105606,-115.1719456,4.5,13,1,Food Court;Restaurants
127989,zQRgTsipvU36PrEuC2pjaw,"""Burrito Boyz""",Etobicoke,"""3803 Lakeshore Boulevard W""",Toronto,ON,M8W 1R2,43.5924842,-79.5422149,4.0,31,1,Mexican;Restaurants
128009,DAfWBoWNe_B5_lJAfYH5KQ,"""Jimmy's Coffee""",Ossington Strip,"""15 Ossington Avenue""",Toronto,ON,M6J 2Y8,43.6445981,-79.4188727,4.0,18,1,Food;Coffee & Tea;Restaurants;Cafes
128012,7N4_jIwfNZr48OGTjwqF-w,"""Atlas""",The Annex,"""18 Dupont Street""",Toronto,ON,M5R 1V2,43.6771569338,-79.3984616869,4.0,8,1,Moroccan;Restaurants;Canadian (New)
128021,Qc0l8rZ3nvrcERitgxu8XA,"""Omelet House""",Downtown,"""2160 W Charleston Blvd""",Las Vegas,NV,89102,36.1594391,-115.1712276,4.5,972,1,American (Traditional);Breakfast & Brunch;Restaurants
128041,5miOOTlAtDJQtTwuQXgYxw,"""Bar Louie""",North Side,"""330 N Shore Dr, Bldg 1B""",Pittsburgh,PA,15212,40.4461967,-80.0106568,2.5,89,1,American (New);Sandwiches;Cocktail Bars;Burgers;Restaurants;American (Traditional);Nightlife;Bars;Salad
128061,_eHg2Euw1012ClZWzZ-TXQ,"""Olivo""",Hauptbahnhof,""", Arnulf-Klett-Platz 7""",Stuttgart,BW,70173,48.7827027,9.182863,5.0,9,1,Restaurants;French;Specialty Food;Food
128064,PzEhfwOztHKYYv_NPok2WQ,"""Cut The Cheese""",The Junction,"""2901A Dundas Street W""",Toronto,ON,M6P 1Z1,43.6654363825,-79.4661390781,3.5,37,1,Restaurants;Canadian (New)
128077,FTVZYUvQtydyO6rQbOFPTw,"""Ephesus Pizza""",Bellevue,"""616 Lincoln Ave""",Bellevue,PA,15202,40.4974843,-80.0586827,3.5,40,1,Turkish;Restaurants;Pizza
128097,HAqFrpN8ukzFZuSgTvLijw,"""Faley Restaurant""",Etobicoke,"""42 Rexdale Boulevard""",Rexdale,ON,M9W 5Z3,43.7135988,-79.5589545,3.5,37,1,Chinese;Indian;Restaurants;Thai
128104,Ku3ME-bW3zINVJiP9zkOEg,"""Superfood Eateries""",Entertainment District,"""268 Adelaide Street W""",Toronto,ON,M5H 1X6,43.6480704,-79.3898385,4.5,64,1,Vegan;Vegetarian;Restaurants;Food;Juice Bars & Smoothies
128106,3OdBW4ooaACTNugCb03Djw,"""Pizza and Wings""",New Toronto,"""3206 Lakeshore Blvd. W""",Toronto,ON,M8V 1L9,43.597394,-79.5206401,2.5,7,1,Chicken Wings;Restaurants;Pizza;Food
128119,TmWz4ZvsNgXj_VMPw6G21w,"""L'escargot bleu""",New Town,"""56 Broughton Street""",Edinburgh,EDH,EH1 3SA,55.9586114,-3.1902786,4.0,18,1,Restaurants;French
128122,lcSQjVKY_T8w6QTyPZO5ww,"""Chopt Creative Salad Co.""",Arboretum,"""8022 Providence Rd""",Charlotte,NC,28277,35.0980668,-80.7802264,4.0,20,1,Vegetarian;Food;Salad;Sandwiches;Restaurants;Do-It-Yourself Food
128154,qpjEu9iBBzIrBGCD-6ENMg,"""Pie Bar""",South Side,"""2126 E Carson St""",Pittsburgh,PA,15203,40.428173,-79.975133,4.0,15,1,Italian;Pizza;Restaurants
128159,kYli-nDMENotoxZonriBLA,"""Mi-Ne Sushi""",City Place,"""325 Bremner Boulevard""",Toronto,ON,M5V,43.6405181122,-79.3908636901,3.5,122,1,Restaurants;Japanese
128168,hkYRgPoWUQXJ8iHXSqvFZA,"""Pizza Pan""",Campus District,"""1800 Euclid Ave, Ste 3""",Cleveland,OH,44115,41.5009114,-81.6783511,3.5,7,1,Pizza;Restaurants
128169,366NwqHwhOic5pBN1DjmDQ,"""Roseleaf""",Leith,"""23/24 Sandport Place, Leith""",Edinburgh,EDH,EH6 6EW,55.9759664,-3.1735186,4.0,68,1,Nightlife;Brasseries;Bars;Pubs;Restaurants
128194,WTi4ZE99EGuoI3P27vpH8g,"""Bar Hop""",Queen Street West,"""137 Peter Street""",Toronto,ON,M5V 2H3,43.6491064981,-79.3934956921,3.5,80,1,Gastropubs;Pubs;Restaurants;Bars;Nightlife
128195,QkSf6Dgn4hYWNfaT6_kd5A,"""MIX 94.1's Bite Of Las Vegas""",Spring Valley,"""8275 W Spring Mtn Rd""",Las Vegas,NV,89117,36.1252825947,-115.273580885,3.5,44,1,Food;Festivals;Nightlife;Arts & Entertainment;American (New);Music Venues;Restaurants
128246,66aDXyYQzIOS227vyMM_0A,"""Le Grand Poutine Fest de Montréal""",Ville-Marie,"""80 Rue de la Commune E""",Montréal,QC,H2Y 2E2,45.5067401,-73.5524029,3.5,7,1,Arts & Entertainment;Restaurants;Festivals;Poutineries
128251,98rv_GSV7ef9pXCPP0CuZA,"""OBQ Burger""",Etobicoke,"""602 Browns Line""",Toronto,ON,M8W 2K2,43.6051871,-79.5467943,4.0,28,1,Burgers;Sandwiches;Restaurants
128258,-u5t4MPiqDernXYlwdOPPg,"""Hoai Huong""",Etobicoke,"""716 The Queensway""",Etobicoke,ON,M8Y 1L3,43.6268764,-79.5010887,4.0,25,1,Vietnamese;Restaurants
128274,0ML-qyU4P6LmoV-O2NRQuQ,"""Grillado's""",Ville-Marie,"""2079 Rue Sainte-Catherine Ouest""",Montréal,QC,H3H 1M6,45.4916306816,-73.5821283659,3.5,33,1,Restaurants;Portuguese;Chicken Shop
128294,XxnQKE9jTD0bTE3LZ5NOtQ,"""Alchemy""",Schenk - Atwood,"""1980 Atwood Ave""",Madison,WI,53704,43.0924336,-89.3553898,4.0,275,1,American (New);Restaurants;Burgers
128307,xcL8PNpRygalnejv0bp1-w,"""Tacos El Compita 3""",Eastside,"""4455 E Tropicana St""",Las Vegas,NV,89121,36.0997216522,-115.076853675,4.5,26,1,Mexican;Restaurants
128314,PgxjXf7enBAyzjR9ftLZ2A,"""Sushi Run""",Etobicoke,"""3351 Bloor Street W""",Toronto,ON,M8X 1E9,43.6449013798,-79.5218626322,4.5,45,1,Sushi Bars;Japanese;Food Delivery Services;Food;Restaurants
128315,z9gfVrZESgokFRXwkASofA,"""Sam Cha""",Ville-Marie,"""2176A Saint-Catherine O""",Montréal,QC,H3H 1M7,45.490515,-73.583006,4.0,42,1,Restaurants;Pubs;Nightlife;Bars;Japanese;Korean
128338,SYPwKsDD6I_eoi3XlgcOBg,"""Jack Astor's Bar & Grill""",Erin Mills,"""3047 Vega Blvd""",Missisauga,ON,L5L 5Y3,43.5161754,-79.6896515,2.5,28,1,Bars;Burgers;Canadian (New);Sports Bars;Restaurants;Nightlife
128359,lAR6Lj6-zBxQNqflZt0zTQ,"""Buca di Beppo""",Eastside,"""412 E Flamingo Rd""",Las Vegas,NV,89169,36.1149437266,-115.151831657,3.0,339,1,Event Planning & Services;Italian;Pizza;Food;Restaurants;Caterers
128367,aOaRYBPVrQFSvE3ovl-LEw,"""Le Roi du Smoked Meat""",Rosemont-La Petite-Patrie,"""6705 Rue Saint-Hubert""",Montréal,QC,H2S 2M7,45.5378543,-73.6066601,3.5,34,1,Diners;Restaurants
128370,AZlnpvILz5cEWJifjr2CSQ,"""Roma Deli II and Wine Shop""",Westside,"""8524 W Sahara Ave""",Las Vegas,NV,89117,36.1445144,-115.277522,4.0,142,1,Restaurants;Italian;Delis
128377,tDEdasb2r1FShg8iSzUHHQ,"""Snax Cafe""",Newington,"""118 Buccleuch Street, Newington""",Edinburgh,EDH,EH8 9NQ,55.9414286,-3.1836149,4.5,35,1,Coffee & Tea;Fast Food;Sandwiches;Food;Restaurants
128378,-ICGmF2qUVKdvOehVNgPbg,"""Lamesa Filipino Kitchen""",Niagara,"""669 Queen Street W""",Toronto,ON,M6J,43.647069,-79.404677,4.0,248,1,Filipino;Restaurants
128383,GNbt4zOe7QPWrvxNkP4Wug,"""Bellerive Pizzeria""",Laval,"""470 Boulevard Curé Labelle""",Laval,QC,H7V 2S9,45.5376999606,-73.7382696064,3.0,6,1,Pizza;Restaurants;Italian;Fast Food
128391,OEFDnarfWI8sFGTFgax7pA,"""Bill's Pit""",Thornhill Woods,"""1200 Hwy 7 W""",Thornhill,ON,L4J,43.8233523508,-79.4723059136,2.5,13,1,Restaurants;Seafood;Italian;Steakhouses
128401,jmyn0l8ym2Qa4JV7g7fFvw,"""Thai Express""",Ville-Marie,"""1570 Boulevard de Maisonneuve Ouest""",Montréal,QC,H3G,45.4957024,-73.5793286,1.5,7,1,Thai;Restaurants
128413,Sn09Z4N9FpfoBbLBSJlB_A,"""Subway""",Downtown,"""930 Penn Ave""",Pittsburgh,PA,15222,40.4438779,-79.9968621,4.0,16,1,Fast Food;Sandwiches;Restaurants
128421,3gkqdLgL1Ca0hy1YRsA2Gw,"""V3 Flatbread Pizza""",Lawrenceville,"""4500 Butler St""",Pittsburgh,PA,15201,40.4720893,-79.9590259,3.5,24,1,Restaurants;Pizza
128432,9XFW6HnKTrGv1CBY8B4zJw,"""O'Oliviero""",Grassmarket,"""64 Grassmarket""",Edinburgh,EDH,EH1 2JR,55.947786,-3.195742,3.5,7,1,Wine Bars;Italian;Bars;Pizza;Restaurants;Nightlife
128445,xDvl_i1g1HCJ4EmIRmwfqg,"""Denny's""",Downtown,"""450 Fremont St""",Las Vegas,NV,89101,36.1699142351,-115.141176581,3.0,137,1,Sandwiches;Breakfast & Brunch;American (Traditional);Restaurants;Diners
128446,r8hF3kwnZzxTo1IYNcI6rg,"""El Sombrero Mexican Bistro""",Downtown,"""807 S Main St""",Las Vegas,NV,89101,36.1627231,-115.1512318,4.5,395,1,Nightlife;Mexican;Bars;Restaurants
128466,JHUtzzUMaM8jC475xY2Crg,"""La Fenice""",Rathaus,"""Rotebühlplatz 29""",Stuttgart,BW,70178,48.7749,9.17168,3.0,13,1,Italian;Restaurants
128471,G2yY7OdcwX71jCkKP1-Efg,"""Potman Hotpot""",Milliken,"""633 Silver Star Boulverd, Unit 110-111""",Toronto,ON,M1V 5N1,43.8221402,-79.2985083,4.0,12,1,Hot Pot;Restaurants
128502,JTFFtWy_chbsHTs95yD_2Q,"""Cafe Bellagio""",The Strip,"""3600 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1121439816,-115.176715856,3.5,814,1,Restaurants;Sandwiches;Burgers;American (New);American (Traditional);Cafes
128504,S2bGqPoTjUc2ywC9FYuBsw,"""H2 EAU""",The Strip,"""2000 Fashion Show Dr""",Las Vegas,NV,89109,36.1265059261,-115.171051025,3.5,12,1,Nightlife;Diners;Restaurants;Bars
128523,tsYriuDpdtaTju7LUANDzg,"""Panda Express""",Eastside,"""2625 S Eastern Ave""",Las Vegas,NV,89102,36.141812,-115.119151,3.0,19,1,Fast Food;Chinese;Restaurants
128524,XRYMPsjUhQPNbyLm5liijQ,"""Bryan's BBQ Real Korean""",Koreatown,"""606 Bloor Street W""",Toronto,ON,M6G 1K4,43.6647836,-79.4133378,2.0,76,1,Barbeque;Hot Pot;Restaurants;Korean
128528,W9Bh_7mfuUrEAdQBJMVOvA,"""Sang-Ho Seafood Restaurant""",Kensington Market,"""536 Dundas St W""",Toronto,ON,M5T 1H3,43.6529547,-79.3991357,3.5,39,1,Seafood;Restaurants
128546,zXsB61ZYYsTCaKYOTYr1Tg,"""Wendy's""",North Charlotte,"""1110 W Sugar Creek Rd""",Charlotte,NC,28213,35.2757164,-80.7931498,2.5,7,1,Burgers;Hot Dogs;Fast Food;Restaurants
128555,F1dESy3tTqG2FiMJuABwTg,"""Cube""",Neue Vorstadt,"""Kleiner Schlossplatz 1""",Stuttgart,BW,70173,48.7783327392,9.1775971465,4.0,100,1,Restaurants;International;German
128558,s_VpeEfBsG-sGg6Vyq8afQ,"""Pho Lien""",Côte-des-Neiges,"""5703 Chemin de la Côte-des-Neiges""",Montréal,QC,H3S 1V7,45.4989836,-73.627647,4.0,112,1,Restaurants;Vietnamese
128581,zMnev6ayIxndjTKTazMcpw,"""IHOP""",Ballantyne,"""16015 A Lancaster Hwy""",Charlotte,NC,28277,35.0306812478,-80.8519340275,3.5,32,1,Breakfast & Brunch;American (New);Restaurants;American (Traditional)
128589,WKOUTdVJS58E178JjhwidQ,"""Pastel Creperies & Dessert House""",Willowdale,"""5417 Yonge Street""",North York,ON,M2N 5R6,43.7762933,-79.4142988,4.0,274,1,Desserts;Coffee & Tea;Creperies;Restaurants;Food;Breakfast & Brunch
